"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,100,"E","Estimated value"
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,96,"E","Estimated value"
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,63,"E","Estimated value"
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,92,"E","Estimated value"
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,86,"E","Estimated value"
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,85,"E","Estimated value"
"POL","Poland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,66,"E","Estimated value"
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,61,"E","Estimated value"
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,65,"E","Estimated value"
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,77,"E","Estimated value"
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,90,"E","Estimated value"
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,57,"E","Estimated value"
"TUR","Turkey","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,87,"E","Estimated value"
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,77,"E","Estimated value"
"USA","United States","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,76,"E","Estimated value"
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,81,"E","Estimated value"
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,51,"E","Estimated value"
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,69,"E","Estimated value"
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,79,"E","Estimated value"
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,64,"E","Estimated value"
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,70,"E","Estimated value"
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,59,"E","Estimated value"
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,80,"E","Estimated value"
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","HGH","High","PC","Percentage","0","Units",,,74,"E","Estimated value"
"AUS","Australia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,89,"E","Estimated value"
"AUT","Austria","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,75,"E","Estimated value"
"BEL","Belgium","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,88,"E","Estimated value"
"CAN","Canada","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,67,"E","Estimated value"
"CZE","Czech Republic","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"DNK","Denmark","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,84,"E","Estimated value"
"FIN","Finland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"FRA","France","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,70,"E","Estimated value"
"DEU","Germany","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,58,"E","Estimated value"
"GRC","Greece","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,55,"E","Estimated value"
"HUN","Hungary","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,51,"E","Estimated value"
"ISL","Iceland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,75,"E","Estimated value"
"IRL","Ireland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"ITA","Italy","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,73,"E","Estimated value"
"JPN","Japan","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"KOR","Korea","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,72,"E","Estimated value"
"LUX","Luxembourg","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,91,"E","Estimated value"
"MEX","Mexico","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,63,"E","Estimated value"
"NLD","Netherlands","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,71,"E","Estimated value"
"NZL","New Zealand","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,75,"E","Estimated value"
"NOR","Norway","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,72,"E","Estimated value"
"POL","Poland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,43,"E","Estimated value"
"PRT","Portugal","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,54,"E","Estimated value"
"SVK","Slovak Republic","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"ESP","Spain","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,67,"E","Estimated value"
"SWE","Sweden","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,84,"E","Estimated value"
"CHE","Switzerland","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,41,"E","Estimated value"
"TUR","Turkey","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,82,"E","Estimated value"
"GBR","United Kingdom","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,52,"E","Estimated value"
"USA","United States","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,54,"E","Estimated value"
"BRA","Brazil","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,80,"E","Estimated value"
"CHL","Chile","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,52,"E","Estimated value"
"EST","Estonia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,56,"E","Estimated value"
"ISR","Israel","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,71,"E","Estimated value"
"LVA","Latvia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,53,"E","Estimated value"
"RUS","Russia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,66,"E","Estimated value"
"SVN","Slovenia","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,49,"E","Estimated value"
"ZAF","South Africa","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,68,"E","Estimated value"
"OECD","OECD - Total","CG_VOTO","Voter turnout","L","Value","LW","Low","PC","Percentage","0","Units",,,61,"E","Estimated value"
"AUS","Australia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.3,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.7,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.8,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
"FRA","France","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.7,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.1,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75.7,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.5,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.5,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.6,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83.9,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,75,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.6,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.7,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.4,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.6,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81.2,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,76.7,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.3,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,83,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,81,,
"USA","United States","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,78.8,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.7,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,79.1,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,77.7,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,82.1,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,74.6,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,71.3,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.9,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,57.4,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","TOT","Total","YR","Years","0","Units",,,80.1,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.4,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.8,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.7,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.4,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,75.7,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.8,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.7,,
"FRA","France","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.2,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.3,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.5,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.3,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,81.2,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.6,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.3,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.8,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,72.3,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.9,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.9,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.5,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.5,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,78.1,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.1,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.1,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.4,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.8,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,75.3,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,79.2,,
"USA","United States","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.3,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,71,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,76.5,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,73.2,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,80.1,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,69.7,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,65.9,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.8,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,55.5,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","MN","Men","YR","Years","0","Units",,,77.4,,
"AUS","Australia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.5,,
"AUT","Austria","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.7,,
"BEL","Belgium","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.4,,
"CAN","Canada","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.6,,
"CZE","Czech Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.6,,
"DNK","Denmark","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.7,,
"FIN","Finland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.4,,
"FRA","France","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.5,,
"DEU","Germany","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.1,,
"GRC","Greece","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.7,,
"HUN","Hungary","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79,,
"ISL","Iceland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.8,,
"IRL","Ireland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.4,,
"ITA","Italy","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.9,,
"JPN","Japan","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,87.1,,
"KOR","Korea","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.2,,
"LUX","Luxembourg","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.7,,
"MEX","Mexico","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,77.7,,
"NLD","Netherlands","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.2,,
"NZL","New Zealand","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.4,,
"NOR","Norway","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.2,,
"POL","Poland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.6,,
"PRT","Portugal","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.3,,
"SVK","Slovak Republic","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,80.2,,
"ESP","Spain","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.8,,
"SWE","Sweden","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.1,,
"CHE","Switzerland","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,85.1,,
"TUR","Turkey","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,80.7,,
"GBR","United Kingdom","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.8,,
"USA","United States","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.2,,
"BRA","Brazil","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,78.5,,
"CHL","Chile","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,81.7,,
"EST","Estonia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.2,,
"ISR","Israel","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,84.1,,
"LVA","Latvia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,79.5,,
"RUS","Russia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,76.7,,
"SVN","Slovenia","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,83.9,,
"ZAF","South Africa","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,59.5,,
"OECD","OECD - Total","HS_LEB","Life expectancy","L","Value","WMN","Women","YR","Years","0","Units",,,82.7,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,75,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,61,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,68,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,56,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,82,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,35,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,33,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,76,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,78,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,58,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,46,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,72,,
"SWE","Sweden","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"CHE","Switzerland","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,80,,
"TUR","Turkey","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,66,,
"GBR","United Kingdom","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,,
"USA","United States","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,88,,
"BRA","Brazil","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,70,"E","Estimated value"
"CHL","Chile","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,57,,
"EST","Estonia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,51,,
"ISR","Israel","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,84,,
"LVA","Latvia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,46,,
"RUS","Russia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,43,,
"SVN","Slovenia","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,65,,
"ZAF","South Africa","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,67,"E","Estimated value"
"OECD","OECD - Total","HS_SFRH","Self-reported health","L","Value","TOT","Total","PC","Percentage","0","Units",,,69,,
"AUS","Australia","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,85,,
"AUT","Austria","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"BEL","Belgium","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,78,,
"CAN","Canada","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"CZE","Czech Republic","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,63,,
"DNK","Denmark","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,73,,
"FIN","Finland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"FRA","France","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"DEU","Germany","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,66,,
"GRC","Greece","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,60,,
"ISL","Iceland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"IRL","Ireland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,83,,
"ITA","Italy","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,69,,
"JPN","Japan","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,37,,
"KOR","Korea","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,37,,
"LUX","Luxembourg","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,72,,
"MEX","Mexico","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,67,,
"NLD","Netherlands","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"NZL","New Zealand","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,88,,
"NOR","Norway","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,80,,
"POL","Poland","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,62,,
"PRT","Portugal","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,52,,
"SVK","Slovak Republic","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,70,,
"ESP","Spain","HS_SFRH","Self-reported health","L","Value","MN","Men","PC","Percentage","0","Units",,,75,,
